nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
"Synix 32"" HDLED Digital Television   Black +2 Years Warranty",Synix,17,Rp220.000,Rp13.399,0.39,,4.5 out of 5,2,Rp440.000,20 September 2019
"Generic 2 Section Extendable Aluminum Alloy Mini Tabletop Tripod + Adjustable Phone Holder with 1/4"" Screw Mounts for 5.5 8.5cm Width Smartphones",Generic,41,Rp3.500.000,Rp299,0.15,The mini tabletop tripod is made of aluminum alloy lightweight but durable.,4 out of 5,3,Rp10.500.000,29 Maret 2018
Generic TV Stand / Shelve   Black 32'' TV  DS 0618.,Generic,90,Rp37.500,Rp29,0.23,Unique Collection's Wooden TV Stand / Shelve is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelve to place your flower vase or other home decor. This TV stand/shelf is dismantlement and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. Order the Unique Collection's Wooden TV Stand / Shelve online on Jumia Kenya and have it delivered right at your doorstep.,4.6 out of 5,38,Rp1.425.000,29 Oktober 2018
"Vitron 32""   HD LED Digital TV   Black",Vitron,21,,Rp13.718,,,4.6 out of 5,39,Rp0,10 Oktober 2019
Generic Wireless Earphone BT Earbud Anti noise Stereo Headset with,Generic,51,Rp13.800,Rp690,0.5,,0 out of 5,0,Rp0,7 Juli 2018
For Now R90 3.1 Subwoofer Channel Woofer 40000W Bluetooth/USB/SD/FM,For Now,33,Rp120.000,Rp615,0.49,,4.3 out of 5,4,Rp480.000,21 Mei 2019
Hisense Hisense Smart TV Remote Control  Replacement   Black,Hisense,42,Rp13.000,Rp800,0.38,Specification:Remote distance: 8 (m),4 out of 5,33,Rp429.000,2 September 2018
"Vitron 24"" HTC2446   Digital LED TV   Black",Vitron,42,Rp115.550,Rp7.999,0.31,,4.8 out of 5,11,Rp1.271.050,14 Februari 2018
Ampex Hi Fi Bluetooth Music System FMUSB10000Watts,Ampex,40,Rp150.000,Rp445,0.7,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from ampex. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,17 April 2019
"Generic Good Quality TV Wall Mount Bracket for 26"" 63"" TVs",Generic,91,Rp14.000,Rp850,0.39,Looking for a,0 out of 5,0,Rp0,29 April 2019
"Generic Wall Bracket for 14"" to 42"" TV   Black with free 32Gb flash",Generic,79,,Rp878,,,3.6 out of 5,83,Rp0,29 September 2019
Dstv Dstv HD + Dish Kit + 1M  Access + Installation,Dstv,12,Rp54.990,Rp4.679,0.15,,0 out of 5,0,Rp0,27 Maret 2018
Generic OR Portable USB MP3 Player Music Micro SD Card,Generic,31,Rp2.650.000,Rp158,0.4,:,3 out of 5,1,Rp2.650.000,29 April 2019
Generic CCTV Camera Bulb   White,Generic,63,Rp50.000,Rp27,0.46,"Provides coverage of
a wide horizontal area to detect the activity of people. Because of the wide
area coverage a single bulb panoramic IP camera can be an attractive
alternative to purchasing and placing multiple cameras.",3.8 out of 5,16,Rp800.000,5 Juni 2019
Generic Flexible Tripod Camera Holder Stand Phone Adapter,Generic,73,Rp18.000,Rp999,0.44,It has excellent stability without any movement.,0 out of 5,0,Rp0,6 Agustus 2019
"Generic 26""   55""   LCD Wall Mount   Black",Generic,48,Rp11.000,Rp597,0.46,"

",3.8 out of 5,43,Rp473.000,15 Oktober 2019
Generic Wireless Bluetooth Mega Bass Speaker Portable Speaker,Generic,76,Rp18.000,Rp1.098,0.39,,3 out of 5,1,Rp18.000,27 September 2019
M Luck STB21 Bluetooth FM radio USB Aux SD supported,M Luck,51,Rp30.000,Rp2.499,0.17,"

",2.7 out of 5,3,Rp90.000,29 Agustus 2019
Generic MHL Kit Universal MHL Micro USB To HDMI Cable 6.5 Feet / 2M 1080P HDTV Adapter,Generic,57,Rp8.860.000,Rp739,0.17,·Upgade vision   work for MHL enable devices. The length of both MHL to HDMI cable and USB cable are 6.5 feet,3.2 out of 5,5,Rp44.300.000,2 September 2018
Generic CAT6 5M LAN Network Cable 100M/1000Mbps High Quality GREY,Generic,69,Rp5.000.000,Rp345,0.31,,5 out of 5,2,Rp10.000.000,10 Juli 2019
Generic Aerial Antenna,Generic,92,Rp10.000,Rp694,0.31,This antenna is,4.1 out of 5,128,Rp1.280.000,13 November 2019
Jbl Tune 110(T110) In Ear Earphones   Blue,Jbl,61,Rp19.950,Rp1.495,0.25,,4.8 out of 5,59,Rp1.177.050,18 September 2019
"Vitron 22"" LED TV DIGITAL FULL SCREEN  [HTC2246]",Vitron,74,Rp100.000,Rp7.599,0.24,,4.7 out of 5,3,Rp300.000,13 November 2019
Generic F9 1 Blutooth 5.0 True Wireless Stereo Headphones,Generic,24,Rp29.780,Rp1.519,0.49,"

",4 out of 5,2,Rp59.560,28 Mei 2018
Multiple Power AA 1.2V 3000mAh Multiple Power Rechargeable Battery   MP Ni MH,Multiple Power,94,Rp9.000.000,Rp825,0.08,"

This nickel metal hydride batteries abbreviated ",3.8 out of 5,4,Rp36.000.000,4 Februari 2018
Airwave  Multimedia 2.1 Subwoofer  Bluetooth,Airwave,76,,Rp269,,Listen to your music collection in style with this AIRWAVE Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep... Listen to your music collection in style with this AIRWAVE Multimedia Speaker System. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep...,1 out of 5,1,Rp0,13 November 2018
Synix 32S610 32” HD Ready LED Digital TV,Synix,68,Rp178.000,Rp13.299,0.25,Get an incredible Syinix Digital TV available on Jumia Kenya! Syinix is a Japan based professional home appliance brand. Since its foundation it adheres to its ultimate goal of letting people’s life smarter and more easily. With the Japanese design style and always making it better Syinix continuously pursues innovative functional design and a more exquisite detail of its products. Its finish design is embedded with understated and simple lines thus it can help its customers restore a cozy family atmosphere. Order for this ,4.2 out of 5,39,Rp6.942.000,26 November 2019
Shark 22FC22ST2  22'' LED TV   Black,Shark,40,Rp97.000,Rp6.795,0.3,Revolutionize your entertainment with the new,3.3 out of 5,11,Rp1.067.000,16 Februari 2019
Amtec 22inch Digital (No Decoder Needed) LED Full Screen TV,Amtec,72,Rp85.000,Rp735,0.14,"Revolutionize your entertainment with the new Amtec 22"" HD Flat TV that offers splendid performance. With the Wide Color Enhancer sports mode and USB connectivity you need nothing more. Using an advanced picture quality improvement algorithm Wide Colour Enhancer Plus drastically improves the quality of any image and uncovers hidden details. Now see colours as they were meant to be seen with Wide Colour Enhancer Plus. More Vibrant Colours For Better Images. ",0 out of 5,0,Rp0,4 Desember 2019
"Skill Tech  Wall Bracket. 15"" to 42"" Sh 32T Tilt   Black",Skill Tech,50,Rp17.000,Rp837,0.51,""" to 42"" Sh 32T Tilt   Black is Strong Durable and Quality wall mount Brackets to mount your television safely on the wall without fear of it falling or being broken.",0 out of 5,0,Rp0,19 Maret 2018
Rk Trust 4 Way Extension Cable   White.,Rk Trust,17,Rp8.000.000,Rp400,0.5,This extension is perfect for you if you need to connect more than one appliances when there is just one socket available.This extension allows you to connect many appliances at anyone time. It has a neon light when switched on. The cable length is long which is ideal for the average room.,4.8 out of 5,4,Rp32.000.000,28 April 2018
Clubox IC 1103 Speaker System 60W   Black,Clubox,84,Rp80.000,Rp5.195,0.35,Ice Cool is a re known manufacturer of Home Electronics and Appliances.‎‎ Their products are affordable‎‎‎‎ innovative and durable.‎‎ For every household and kitchen need‎‎‎‎ you can trust Ice Cool to have an electronic product and appliance that will make every task simple and fun. What's more? Ice Cool appliances and electronics always turn your house into a real home. deeper sound experience to YouTube videos streaming movies your favorite music and games. Compact  2.1CH Multimedia Speaker  deliver excellent sound quality yet fit easily on a desk booelf or TV cabinet. The subwoofer pumps out deep bass that’s easy to adjust to your liking. Whether you want better fuller sound for your PC or the music on your smartphone this soundbar speaker system makes great audio plug and play easy. Place your order for this ,3 out of 5,1,Rp80.000,25 Desember 2019
Generic 18X Zoom HD Optical Lens Telephoto Telescope Camera Clip On For Cell Phones,Generic,80,Rp33.600,Rp168,0.5,,1 out of 5,1,Rp33.600,12 Agustus 2019
Tonymax 3.1 Hometheater bluetooth Channel Woofer 12000W Bluetooth/USB/SD/FM,Tonymax,42,Rp80.000,Rp61,0.24,,4.8 out of 5,4,Rp320.000,29 Maret 2019
Generic Professional Tripod Camera Phone Holder Bluetooth Remote Control Bracket Stand Mount Monopod Styling Accessories For IOS Android,Generic,18,Rp42.290,Rp2.453,0.42,,0 out of 5,0,Rp0,5 Agustus 2019
"Vitron HTC2446   24"" Digital TV   Black+ FREE SOCKET EXTENSION ",Vitron,39,Rp105.000,Rp7.999,0.24,,0 out of 5,0,Rp0,30 Agustus 2019
Generic PS2 AV Audio Video AV Cable Cord Wire To 3 RCA TV Lead For Sony Playstation PS1 PS2,Generic,22,Rp6.500.000,Rp550,0.15,Features:,5 out of 5,1,Rp6.500.000,17 September 2019
Sayona SHT 1142BT   3.1 Channel Sub Woofer System,Sayona,75,Rp165.000,Rp10.195,0.38,,4.2 out of 5,14,Rp2.310.000,15 November 2019
Samsung Replacement Remote for Samsung HD smart TV remote control.,Samsung,87,Rp18.000,Rp938,0.48,,4.6 out of 5,9,Rp162.000,8 Agustus 2018
"LG 32LJ570U   32"" Smart LED TV   Inbuilt Wi Fi   Black",LG,44,Rp319.950,Rp26.995,0.16,,4.5 out of 5,76,Rp24.316.200,30 Oktober 2019
"Skilltech 15"" to 42""  Tilting wall Mount Bracket + Free Cable Ties",Skilltech,40,Rp15.000,Rp928,0.38,Looking for a,4.7 out of 5,18,Rp270.000,27 Februari 2019
MK Electronics Voltshield TV Guard   White,MK Electronics,47,Rp12.000,Rp752,0.37,Buy MK TV Guard Voltage Protector and protect your LED/LCD TV and,4.4 out of 5,14,Rp168.000,26 November 2018
Generic BEST Socket Power Extension with 4 USB Ports,Generic,96,Rp29.000,Rp1.499,0.48,From Extention comes the 3 way extension cable with extended functionality of electrical outlets and gives extra reach to electrical cords. It is ideal for indoor power applications and its 13 amp rated. Its keyhole is easy to fix for wall mounting with safety shuttered sockets for protection.This expansion is ideal for you in the event that you have to associate more than one machine when there is only one attachment available.This augmentation permits you to interface numerous apparatus at any time. It has a neon light when powered on. The link length is long over 5 metres which is perfect for a normal room.Order for this Power extension,3.8 out of 5,4,Rp116.000,13 Januari 2018
"Generic 14   55"" Full Motion Swivel Wall Mount TV Bracket",Generic,31,Rp14.000,Rp1.397,0.01,"The 14   55"" Full Motion Swivel Wall Mount TV Bracket. Use this Bracket to safely mount your LED TV and get 60 degrees left and right movement and 20 degrees up and down movement. Order your 14   55"" Full Motion Swivel Wall Mount TV Bracket from Jumia.co.ke today and have it delivered to your doorstep.",4 out of 5,100,Rp1.400.000,16 April 2018
Generic 2019 PS 4 Pro Slim PS4 Controller PS4 Accessories Gamepad Charger Wireless Joystick Charging Dock Station for Sony Dualshock 4(Black),Generic,93,Rp35.460,Rp2.837,0.2,,0 out of 5,0,Rp0,19 Januari 2019
Sonar Free to Air Decoder with Digital Aerial,Sonar,37,Rp35.000,Rp1.995,0.43,Have you been switched off? It's time to bounce back with the Sonar ,4 out of 5,7,Rp245.000,31 Juli 2018
Vitron Subwoofer System Tallboy woofer 2.1 channel FMUSBBluetooth 9000Watts   Black,Vitron,56,Rp120.000,Rp675,0.44,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same time,3.7 out of 5,6,Rp720.000,13 Agustus 2019
Multiple Power MP 709 Standard Charger 4 slots for AA AAA 9V Ni mh Ni cd Rechargeable Battery 220V.....,Multiple Power,92,Rp15.000,Rp740,0.51,This smart charger can charge 4pcs,3.7 out of 5,11,Rp165.000,27 Juli 2019
Remote Control DStv_  Remote Controller,Remote Control,30,Rp10.000,Rp745,0.26,This is multichoicee dstvv remote control unit works with dstvv decoder.The DStvv Remote Control can be used to replace your broken or lost remote control.,0 out of 5,0,Rp0,27 Maret 2018
Vitron Digital DVD Player + Free Extension,Vitron,56,Rp45.000,Rp2.499,0.44,,0 out of 5,0,Rp0,31 Juli 2018
Sayona SHT 1193BT   Sub woofer System  Tallboy – Black.,Sayona,16,Rp195.000,Rp15.915,0.18,"

",4.8 out of 5,14,Rp2.730.000,29 Desember 2019
MK Electronics TV Guard Plus Fridge Guard + 2 Way Extension,MK Electronics,63,Rp15.000,Rp1.358,0.09,Buy ,3 out of 5,1,Rp15.000,27 April 2019
Jsb Heavy Duty 5way power extension cable White,Jsb,94,Rp15.000,Rp999,0.33,,4.8 out of 5,9,Rp135.000,7 Januari 2018
Mercury 650 VA UPS   Black,Mercury,30,Rp75.000,Rp5.045,0.33,Mercury UPS 650 va,3 out of 5,2,Rp150.000,5 Januari 2019
Generic RingLight blogger Photography Vlogging Video Light,Generic,22,Rp31.840,Rp2.229,0.3,1. LED ring light can be mounted on the holder and take it anywhere it can also be removed from the stand at any time the tripod ball head can 360 degree rotating can free to adjust to any angle (The holder is not included). ,0 out of 5,0,Rp0,16 Maret 2018
Generic Bluetooth Wireless Headset V8 Headphones Earpiece,Generic,69,Rp14.990,Rp899,0.4,range 10 meters,0 out of 5,0,Rp0,19 Juli 2018
Vitron V008 2.1CH Multimedia Speaker System,Vitron,49,Rp49.000,Rp3.699,0.25,,3.8 out of 5,13,Rp637.000,31 Oktober 2018
LG LG Home theatre Replacement Remote Control   Black,LG,44,Rp35.000,Rp1.499,0.57,,3.1 out of 5,8,Rp280.000,14 Maret 2019
Sonar Digital Decoder. Free to Air. No monthly charges with Usb,Sonar,50,,Rp1.418,,"Have
 you been switched off? It's time to bounce back with the Sonar ",5 out of 5,3,Rp0,31 Desember 2018
"Vitron 24"" HTC2446   Digital LED TV   Black",Vitron,19,Rp119.990,Rp7.999,0.33,,4.1 out of 5,56,Rp6.719.440,10 Desember 2018
Generic IP Wireless Spy Hidden Cam Home Security Camera Camcorder Video Recorder DVR (Black) XINJIN,Generic,14,Rp48.660,Rp129,0.73,Feature:Support iphone/Android phones point to point monitoring24 hours continuous recording with TF card Recycle RecordSupport up to 32GB TF card(Memory card is not included)Video format: AVIResolution rate: 1280x96015m~20m Receiver RangeWorking time: about 60 minutesCharging: DC 5V/1AFlexible installation with clip or bracket.Dimension:55mm X 28mm X 20mm(Approx) Package:1 x Mini Wifi Camera (Memory card is not included.)1 x 360 Degree Camera Holder1 x Back Clip1 x T Holder1 x USB Cable1 x Belt1 x Silicone Case1 x English User manual,3 out of 5,5,Rp243.300,4 Juli 2019
Leader TV Wall Mounting Bracket for 26   55 TV + 4 way heavy duty extension.,Leader,27,Rp20.000,Rp1.265,0.37,,4.5 out of 5,19,Rp380.000,3 Januari 2019
Generic 13A Fridge Guard AC Voltage Surge Protector AVS,Generic,83,Rp12.000,Rp880,0.27,"

",3.8 out of 5,4,Rp48.000,4 Maret 2019
"Generic 24 million PX Video Camera Digital 8X Zoom With WiFi Microphone 1080P HD 3"" Screen DIS Antishake For SONY CMOS Home Camcorder  GOIMAGE",Generic,47,Rp248.990,Rp828,0.67,,4.7 out of 5,3,Rp746.970,29 September 2019
Generic Smart TV BOX 1080p Media Player Wifi HD TV Digital Terrestrial Receiver,Generic,58,Rp33.000,Rp165,0.5,,0 out of 5,0,Rp0,28 Desember 2019
"LG 32LM630BPVB   32"" Smart LED TV   Inbuilt Wi Fi   New Model",LG,28,Rp319.950,Rp25.895,0.19,,4.3 out of 5,9,Rp2.879.550,14 April 2018
Hikvision Camera  $ CCTV  Turbo Hd 720p IR Turret 1MP CCTV Camera,Hikvision,42,Rp20.000,Rp1.695,0.15,,0 out of 5,0,Rp0,2 Januari 2018
Generic Portable Evd Dvd playerblack9.8 inch LCD,Generic,10,Rp80.000,Rp48,0.4,Portable EVD 9.8 inchBig LCD screen lmd 978offers you full unlimited with region Free and multi format playback this DVD gives you the freedom to play several formats including Evd Comes with a game disk with a mult games and a game stickmore fun for your life apart from movies and games this DVD comes with FM radio and built in analogue TV it is really a rich functional device for youorder it online from Jumia stores and have it delivered for you. ,0 out of 5,0,Rp0,12 Juli 2019
Remote Control DStv Explora Remote,Remote Control,84,Rp29.990,Rp1.999,0.33,,0 out of 5,0,Rp0,20 Oktober 2018
Sony 1000W DVD HOMETHEATRE SYSTEM 5.1CH BLUETOOTH DAV DZ350   Black,Sony,100,Rp330.000,Rp2.989,0.09,"

",0 out of 5,0,Rp0,18 Juli 2019
Generic Adjustable Soft Neoprene Camera Shoulder Neck Strap for  Nikon Sony Pentax DSLR camera 500d 600d 700d d5100 d3100 d90 d80,Generic,98,Rp20.440,Rp1.186,0.42,Camera Neck Strap for SLR DSLR / Soft / Good Quality,0 out of 5,0,Rp0,26 April 2018
Fashion Pawaca 3Pcs Camera DSLR Stand Tripod Extendable 130cm CAM 002 FREE Carry Bag + Phone Holder,Fashion,73,Rp21.410,Rp1.499,0.3,,4 out of 5,1,Rp21.410,30 Desember 2018
Sonar Full HD Digital Receiver No monthly charges. Free To Air Digital Set Box Decoder    Black,Sonar,22,Rp20.000,Rp165,0.18,Have you been switched off? It's time to bounce back with the Sonar Free To Air Digital Set Box Decoder.,4 out of 5,3,Rp60.000,9 April 2019
Generic New HDMI To 3RCA 3 RCA Video Component Connection Cable Cord Line Black,Generic,20,Rp7.600.000,Rp390,0.49,Environmental friendly material  safe to use.,0 out of 5,0,Rp0,14 Juni 2019
Tonymax I20 3.1Ch HOMETHEATRE 12000W BT/USB/FM/SD,Tonymax,59,Rp110.000,Rp6.299,0.43,,0 out of 5,0,Rp0,11 Mei 2019
Astra 4 WAY EXTENSION white,Astra,39,Rp5.500.000,Rp300,0.45,This 4 Way Socket Extension Cable is the ideal plug for all your electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making withstand overheating.Order this 5 Way Socket Extension Cable today from Jumiaat a great affordable price and have it delivered right at your doorstep.,4.8 out of 5,4,Rp22.000.000,24 Juli 2019
Bose Lifestyle 650   Home Theatre System   Black,Bose,54,Rp7.000.000,Rp655.999,0.06,"

















",0 out of 5,0,Rp0,11 September 2019
Power King Power Extension Cable Plus FREE Fridge Guard,Power King,94,Rp15.000,Rp1.099,0.27,"

",0 out of 5,0,Rp0,13 Desember 2019
Generic Alarm Clock Nanny WiFi Camera 1080P 2MP  Motion Detection – Audio,Generic,81,Rp79.990,Rp4.999,0.38,,5 out of 5,1,Rp79.990,2 September 2018
VCOM VCOM DE160M High Quality Wired Mobile Headphones,VCOM,75,Rp15.000,Rp1.275,0.15,,4.1 out of 5,126,Rp1.890.000,18 September 2018
"Generic 14   42"" Full Motion Swivel Wall Mount TV Bracket",Generic,91,Rp40.000,Rp13,0.68,,4.1 out of 5,13,Rp520.000,2 Januari 2018
Generic 1 Meter Audio Extension Cable 3.5mm Jack Male to Male AUX Cable 3.5 mm Audio Extender Cord for Computer Mobile Phones Amplifier,Generic,83,Rp1.310.000,Rp101,0.23,* Gold plated connectors provide lossless sound quality and resistance against oxidation.,4.5 out of 5,2,Rp2.620.000,28 Oktober 2019
Royal Sound s1068_3.1 ch Multimedia Subwoofer MultiSystem FM USBWireless BluetoothUSBFM 40000 WATTS black,Royal Sound,87,Rp269.990,Rp67,0.75,The,0 out of 5,0,Rp0,16 Juni 2019
Generic Latest Dv532  DVD Player Ultra Slim Design    Black,Generic,18,Rp60.000,Rp2.499,0.58,"Upgrade your movie experience with  DVD Player! Bring home a DVD player 
that offers more viewing options and functions enjoy the latest movies 
to your old classics in VCR Plus free 4 way socket extension cable . 
With the DVD/VCR Combo Player you can enjoy movies music and other 
content on USB storage. You can also rip your favourite CDs to MP3 
without additional hardware or software. Order for this Samsung DVD/VCR 
Player online at Jumia Kenya and have it delivered right at your 
",4.3 out of 5,4,Rp240.000,31 Juli 2019
Sony 1000W DVD HOME THEATRE SYSTEM 5.1CH BLUETOOTH DAV DZ350   Black,Sony,54,Rp329.990,Rp27.999,0.15,,4.5 out of 5,4,Rp1.319.960,26 Februari 2019
"Vitron HyperReal Engine  32"" Inch   HD LED Digital TV",Vitron,51,Rp180.000,Rp12.999,0.28,,2.6 out of 5,11,Rp1.980.000,30 Mei 2018
Starworth 13Amp TV Guard   White,Starworth,48,Rp10.000,Rp824,0.18,Buy,4.8 out of 5,16,Rp160.000,23 Juli 2018
"Syinix 24"" Digital LED TV   Black",Syinix,42,,Rp9.899,,,0 out of 5,0,Rp0,31 Oktober 2019
XIAOMI Mi Compact Bluetooth Wireless Portable speaker 2,XIAOMI,42,Rp15.000,Rp1.199,0.2,Xiaomi Mi  Compact bluetooth Speaker Wireless Portable Mini Sports Music Audio Player Handsfree Stereo Bass Fashion Small SpeakersBrands: ,5 out of 5,3,Rp45.000,21 Juli 2019
Wster Blutooth Multimedia Speaker,Wster,100,Rp19.000,Rp993,0.48,You want to travel go camping or just relax in your house while enjoying some cool music? Then this small portable,4.8 out of 5,4,Rp76.000,21 Oktober 2018
"Ica 32D19D   ICA 32"" HD LED Digital Tv",Ica,38,Rp125.990,Rp11.999,0.05,,4.3 out of 5,3,Rp377.970,13 Januari 2018
Vitron Sub woofer bluetooth speaker AC/DCFM RadioSDUSB,Vitron,96,Rp50.000,Rp3.499,0.3,Vitron is a brand from Vitron with High tech media.It brings your living room to life with this stylish sub woofer from Vitron This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price. The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeIt brings your living room to life with this stylish sub woofer from Vitron. This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia ,1 out of 5,1,Rp50.000,11 Maret 2019
Generic Renata Battery Cr1220,Generic,27,Rp5.000.000,Rp300,0.4,brand offers a,5 out of 5,1,Rp5.000.000,17 Februari 2019
UKA Universal Uka Tv  remote,UKA,82,Rp19.990,Rp1.599,0.2,Universal digital and smart Tv remote compatible with UKA Tv .It operates all functions and commands. Replace your broken or lost Uka Tv remote control by ordering it from Jumia Kenya.,4.3 out of 5,6,Rp119.940,30 Mei 2018
Generic Wireless Bluetooth Mega Bass Portable Speaker,Generic,78,Rp12.990,Rp999,0.23,,0 out of 5,0,Rp0,17 September 2018
Generic Ultra Thin Indoor Digital TV Antenna HD Flat Design High Gain DTV Box Black,Generic,59,Rp22.180,Rp1.119,0.5,This antenna supports both UHF/VHF signals and will work great with Digital TV sets  Digital Converter Boxes  and so on.,0 out of 5,0,Rp0,18 Maret 2018
Microkingdom Q290 Desktop Laptop USB Multimedia Speaker,Microkingdom,59,Rp9.990.000,Rp759,0.24,Compact size USB power supply portable and easy to use.,0 out of 5,0,Rp0,18 Mei 2018
Generic Digital Optical To Analog Audio Converter Adapter,Generic,20,Rp19.990,Rp1.099,0.45,,4 out of 5,34,Rp679.660,15 Desember 2019
"Sony 32R300E 32"" Digital HD LED TV   Black",Sony,51,,Rp21.699,,​Experience HD picture quality incredible contrast and sharp vibrant life like picture with the Sony R300 Series HDTV. This compact HDTV is perfect for smaller size rooms such as a dorm or kitchen and offers ample HD connections. Connect your Sony Sync compatible devices and enjoy convenient operation and control using one remote. Order it online at a ,0 out of 5,0,Rp0,21 Juni 2018
Generic High Definition Digital TV Indoor Aerial Receiver,Generic,49,Rp20.380,Rp1.299,0.36,,3 out of 5,3,Rp61.140,23 Juli 2018
Multiple Power MP 709 Standard Charger 4 slots for AA AAA 9V Ni mh Ni cd Rechargeable Battery 220V,Multiple Power,54,Rp10.000,Rp780,0.22,"This smart charger can charge 4pcs AA & AAA or 2pcs 9v batteries at a time. The charging current is automatically selected for AA or AAA batteries. Two LEDs indicate the charging status of the batteries and will turn off after the batteries are fully charged. For AA and AAA batteries you have to charge at least 2 batteries. The charger cannot charge a single battery. Good quality batteries can be recharged for up to 1100 times hugely saving your money which you could have used to replace worn out batteries. Please ensure you buy quality batteries from our Gadget Point Store. 

The charger is designed for enhanced performance in high drain applications such as digital cameras CD players portable audio devices hand held games 2 way radios PDAs and other portable high drain digital electronics.

Input: 220V

Output: DC 2.4V AA 150mA  AAA 150mA

             DC  9.0V: 20mA

Charges NiMH or NiCd batteries (separately)",4.6 out of 5,7,Rp70.000,30 Juni 2018
T&G Super Bass subwoofer Wireless Bluetooth Speaker,T&G,47,Rp25.990,Rp1.699,0.35,,5 out of 5,1,Rp25.990,8 Maret 2018
Pvc s 300 Solar inverter 300w,Pvc,25,Rp22.000,Rp2,0.09,battery voltage;Dc 12v(10 14v)line input;Ac 220v(10%)50Hz,3 out of 5,3,Rp66.000,8 Januari 2018
Canon 2000D DSLR Camera,Canon,68,Rp500.000,Rp42,0.16,,2.7 out of 5,3,Rp1.500.000,2 April 2018
"Syinix SMART ANDROID TV NETFLIX YOU TUBE TV  ""32""",Syinix,17,Rp249.990,Rp17.999,0.28,"Get this incredible SYINIX 32"" SMART ANDROID TV APP ENABLED TV which is also Wifi",5 out of 5,1,Rp249.990,7 April 2018
Generic Digital to Analog Audio Converter Audio Switch Box Optical to RCA AV Switcher Selector Box Coaxial Toslink,Generic,74,Rp8.710.000,Rp685,0.21,This Digital to Analog audio converter is designed for either home or professional audio switching. It converts Coaxial or Toslink digital audio signals to analog L/R audio and available for connection to an extenal device such as an amplifier via standard RCA style jacks. This converter is small in size and quite easy to install.,0 out of 5,0,Rp0,30 Mei 2018
Duracell PLUS POWER AA  4 Pieces.,Duracell,37,,Rp550,,Duracell Plus power batteries have up to +50%  more power. These multipurpose batteries give you the freedom to enjoy your everyday appliances with power you can rely on. Duracell Plus power batteries are the best when you're looking for reliable long lasting power in your everyday devices such as motorized toys torches portable games consoles remote controls CD players etc.,4.5 out of 5,2,Rp0,21 Januari 2018
Ampex 301A 2.1 Sound System   Ch 10000W PMPO,Ampex,12,Rp150.000,Rp5.145,0.66,,3.9 out of 5,12,Rp1.800.000,30 Mei 2018
"Vision Plus VP8843K 43"" 4K UHD Smart TV   Black + FREE Wall Mount + 30 Days FREE Showmax",Vision Plus,63,,Rp32.999,, ,0 out of 5,0,Rp0,6 September 2018
Amtec AM 005 2.1CH Hi Fi System   40W   Black & White,Amtec,27,Rp42.990,Rp3.915,0.09,,4.5 out of 5,2,Rp85.980,13 Oktober 2018
Homester Hs 1082_3.1chSubWoofer SystemXBasss WOOFERWIRELESS BLUETOOTH/FM/USB 40000 Watts.,Homester,43,Rp299.500,Rp67,0.78,The sub woofer gives you the best quality sound in a neat compact unit. It can be easily arranged to match your living room design and give it a classy look at the same timeThis sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before. Place your order for this amazing sound system from Jumia Kenya and have it delivered to your doorstep at an amazing price.,0 out of 5,0,Rp0,24 Februari 2018
"Generic TV Wall Mount Bracket for 24"" 52"" inch TVs",Generic,94,Rp19.000,Rp700,0.63,Looking for a s,0 out of 5,0,Rp0,23 November 2018
